剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,闭环ID,层级路径,角色关系类型,主题,叙事结构线,波动型,关系演化结局,联动层级序号,联动匹配强度,是否主路径
03054007,走马荐诸葛,家庭戏,34.76,0.134,0.249,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,1,55.0,是
03054007,走马荐诸葛,家庭戏,34.76,0.134,0.249,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,2,55.0,否
03054007,走马荐诸葛,家庭戏,34.76,0.134,0.249,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,3,43.3,否
03054007,走马荐诸葛,家庭戏,34.76,0.134,0.249,loop-003,亲属关系>礼教品格>平稳型>平稳-低振守常>代际和解,亲属关系,礼教品格,平稳型,平稳-低振守常,代际和解,4,43.3,否
03054007,走马荐诸葛,家庭戏,34.76,0.134,0.249,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,5,36.55,否
03054007,走马荐诸葛,家庭戏,34.76,0.134,0.249,loop-040,同盟关系>战争武略>中峰型>中峰-中段征战>义助功成,同盟关系,战争武略,中峰型,中峰-中段征战,义助功成,6,51.15,否
03054007,走马荐诸葛,家庭戏,34.76,0.134,0.249,loop-046,同盟关系>政治权力>中峰型>中峰-中段计谋>君臣尽忠,同盟关系,政治权力,中峰型,中峰-中段计谋,君臣尽忠,7,39.45,否
03054007,走马荐诸葛,家庭戏,34.76,0.134,0.249,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,8,45.1,否
03054008,一请诸葛,历史戏,36.94,0.1033,0.2752,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,1,54.0,是
03054008,一请诸葛,历史戏,36.94,0.1033,0.2752,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,2,54.0,否
03054008,一请诸葛,历史戏,36.94,0.1033,0.2752,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,3,42.75,否
03054008,一请诸葛,历史戏,36.94,0.1033,0.2752,loop-003,亲属关系>礼教品格>平稳型>平稳-低振守常>代际和解,亲属关系,礼教品格,平稳型,平稳-低振守常,代际和解,4,42.75,否
03054008,一请诸葛,历史戏,36.94,0.1033,0.2752,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,5,35.55,否
03054008,一请诸葛,历史戏,36.94,0.1033,0.2752,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,6,45.75,否
03054008,一请诸葛,历史戏,36.94,0.1033,0.2752,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,7,31.35,否
03054008,一请诸葛,历史戏,36.94,0.1033,0.2752,loop-039,同盟关系>战争武略>多峰型>多峰-连战递进>同盟破裂,同盟关系,战争武略,多峰型,多峰-连战递进,同盟破裂,8,36.95,否
03054009,三顾茅庐,历史戏,34.01,0.1829,0.4343,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,1,39.0,是
03054009,三顾茅庐,历史戏,34.01,0.1829,0.4343,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,2,39.0,否
03054009,三顾茅庐,历史戏,34.01,0.1829,0.4343,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,3,28.2,否
03054009,三顾茅庐,历史戏,34.01,0.1829,0.4343,loop-003,亲属关系>礼教品格>平稳型>平稳-低振守常>代际和解,亲属关系,礼教品格,平稳型,平稳-低振守常,代际和解,4,28.2,否
03054009,三顾茅庐,历史戏,34.01,0.1829,0.4343,loop-008,亲属关系>忠义家国>多峰型>多峰-连战递进>名节昭彰,亲属关系,忠义家国,多峰型,多峰-连战递进,名节昭彰,5,24.6,否
03054009,三顾茅庐,历史戏,34.01,0.1829,0.4343,loop-040,同盟关系>战争武略>中峰型>中峰-中段征战>义助功成,同盟关系,战争武略,中峰型,中峰-中段征战,义助功成,6,33.65,否
03054009,三顾茅庐,历史戏,34.01,0.1829,0.4343,loop-045,同盟关系>政治权力>前锋型>前锋-开端突发>阵营转投,同盟关系,政治权力,前锋型,前锋-开端突发,阵营转投,7,21.05,否
03054009,三顾茅庐,历史戏,34.01,0.1829,0.4343,loop-036,同盟关系>忠义家国>后峰型>后峰-迟来显义>结义同心,同盟关系,忠义家国,后峰型,后峰-迟来显义,结义同心,8,17.45,否
03054010,三求计,历史戏,38.04,0.1415,0.3991,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,1,56.0,是
03054010,三求计,历史戏,38.04,0.1415,0.3991,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,2,56.0,否
03054010,三求计,历史戏,38.04,0.1415,0.3991,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,3,39.35,否
03054010,三求计,历史戏,38.04,0.1415,0.3991,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,4,39.35,否
03054010,三求计,历史戏,38.04,0.1415,0.3991,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,5,36.2,否
03054010,三求计,历史戏,38.04,0.1415,0.3991,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,6,53.85,否
03054010,三求计,历史戏,38.04,0.1415,0.3991,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,7,33.6,否
03054010,三求计,历史戏,38.04,0.1415,0.3991,loop-041,同盟关系>战争武略>后峰型>后峰-结尾爆发>阵营转投,同盟关系,战争武略,后峰型,后峰-结尾爆发,阵营转投,8,53.3,否
03055001,打潘豹,家庭戏,46.11,0.0689,0.296,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,1,87.45,是
03055001,打潘豹,家庭戏,46.11,0.0689,0.296,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,2,87.45,否
03055001,打潘豹,家庭戏,46.11,0.0689,0.296,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,3,63.15,否
03055001,打潘豹,家庭戏,46.11,0.0689,0.296,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,4,63.15,否
03055001,打潘豹,家庭戏,46.11,0.0689,0.296,loop-034,权力关系>公案冤狱>多峰型>多峰-审断反复>功名显达,权力关系,公案冤狱,多峰型,多峰-审断反复,功名显达,5,59.55,否
03055001,打潘豹,家庭戏,46.11,0.0689,0.296,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,6,56.0,否
03055001,打潘豹,家庭戏,46.11,0.0689,0.296,loop-007,亲属关系>忠义家国>后峰型>后峰-压轴报偿>宗族复位,亲属关系,忠义家国,后峰型,后峰-压轴报偿,宗族复位,7,38.45,否
03055002,双龙会,历史戏,36.43,0.1499,0.3355,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,1,74.4,是
03055002,双龙会,历史戏,36.43,0.1499,0.3355,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,2,74.4,否
03055002,双龙会,历史戏,36.43,0.1499,0.3355,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,3,73.95,否
03055002,双龙会,历史戏,36.43,0.1499,0.3355,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,4,73.95,否
03055002,双龙会,历史戏,36.43,0.1499,0.3355,loop-033,权力关系>公案冤狱>中峰型>中峰-中段审判>权谋败露,权力关系,公案冤狱,中峰型,中峰-中段审判,权谋败露,5,52.35,否
03055002,双龙会,历史戏,36.43,0.1499,0.3355,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,6,40.0,否
03055002,双龙会,历史戏,36.43,0.1499,0.3355,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,7,26.05,否
03055002,双龙会,历史戏,36.43,0.1499,0.3355,loop-048,冲突关系>战争武略>多峰型>多峰-连战递进>敌对消灭,冲突关系,战争武略,多峰型,多峰-连战递进,敌对消灭,8,49.65,否
03055003,托兆碰碑,历史戏,25.91,0.1603,0.3959,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,1,40.0,是
03055003,托兆碰碑,历史戏,25.91,0.1603,0.3959,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,2,40.0,否
03055003,托兆碰碑,历史戏,25.91,0.1603,0.3959,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,3,32.35,否
03055003,托兆碰碑,历史戏,25.91,0.1603,0.3959,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,4,32.35,否
03055003,托兆碰碑,历史戏,25.91,0.1603,0.3959,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,5,27.85,否
03055003,托兆碰碑,历史戏,25.91,0.1603,0.3959,loop-048,冲突关系>战争武略>多峰型>多峰-连战递进>敌对消灭,冲突关系,战争武略,多峰型,多峰-连战递进,敌对消灭,6,50.85,否
03055003,托兆碰碑,历史戏,25.91,0.1603,0.3959,loop-054,冲突关系>恩怨报偿>多峰型>多峰-恩怨反复>复仇完成,冲突关系,恩怨报偿,多峰型,多峰-恩怨反复,复仇完成,7,30.15,否
03055003,托兆碰碑,历史戏,25.91,0.1603,0.3959,loop-039,同盟关系>战争武略>多峰型>多峰-连战递进>同盟破裂,同盟关系,战争武略,多峰型,多峰-连战递进,同盟破裂,8,44.25,否
03055004,告御状,历史戏,22.7,0.4299,0.4338,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,1,63.65,是
03055004,告御状,历史戏,22.7,0.4299,0.4338,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,2,63.65,否
03055004,告御状,历史戏,22.7,0.4299,0.4338,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,3,62.3,否
03055004,告御状,历史戏,22.7,0.4299,0.4338,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,4,62.3,否
03055004,告御状,历史戏,22.7,0.4299,0.4338,loop-033,权力关系>公案冤狱>中峰型>中峰-中段审判>权谋败露,权力关系,公案冤狱,中峰型,中峰-中段审判,权谋败露,5,55.1,否
03055004,告御状,历史戏,22.7,0.4299,0.4338,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,6,37.0,否
03055004,告御状,历史戏,22.7,0.4299,0.4338,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,7,24.4,否
03055005,永平安,历史戏,35.51,0.1559,0.2989,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,1,54.15,是
03055005,永平安,历史戏,35.51,0.1559,0.2989,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,2,54.15,否
03055005,永平安,历史戏,35.51,0.1559,0.2989,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,3,36.6,否
03055005,永平安,历史戏,35.51,0.1559,0.2989,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,4,36.6,否
03055005,永平安,历史戏,35.51,0.1559,0.2989,loop-033,权力关系>公案冤狱>中峰型>中峰-中段审判>权谋败露,权力关系,公案冤狱,中峰型,中峰-中段审判,权谋败露,5,32.55,否
03055005,永平安,历史戏,35.51,0.1559,0.2989,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,6,39.0,否
03055005,永平安,历史戏,35.51,0.1559,0.2989,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,7,26.4,否
03055005,永平安,历史戏,35.51,0.1559,0.2989,loop-048,冲突关系>战争武略>多峰型>多峰-连战递进>敌对消灭,冲突关系,战争武略,多峰型,多峰-连战递进,敌对消灭,8,52.5,否
03055006,夜审潘洪,公案戏,37.36,0.1475,0.6411,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,1,60.6,是
03055006,夜审潘洪,公案戏,37.36,0.1475,0.6411,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,2,60.6,否
03055006,夜审潘洪,公案戏,37.36,0.1475,0.6411,loop-035,权力关系>公案冤狱>后峰型>后峰-末端清算>君臣尽忠,权力关系,公案冤狱,后峰型,后峰-末端清算,君臣尽忠,3,54.75,否
03055006,夜审潘洪,公案戏,37.36,0.1475,0.6411,loop-033,权力关系>公案冤狱>中峰型>中峰-中段审判>权谋败露,权力关系,公案冤狱,中峰型,中峰-中段审判,权谋败露,4,54.75,否
03055006,夜审潘洪,公案戏,37.36,0.1475,0.6411,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,5,45.75,否
03055006,夜审潘洪,公案戏,37.36,0.1475,0.6411,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,6,38.0,否
03055006,夜审潘洪,公案戏,37.36,0.1475,0.6411,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,7,29.9,否
03055006,夜审潘洪,公案戏,37.36,0.1475,0.6411,loop-017,婚恋关系>家庭亲情>后峰型>后峰-终局和解>贞节守义,婚恋关系,家庭亲情,后峰型,后峰-终局和解,贞节守义,8,32.5,否
03055007,红岐山,公案戏,46.72,0.1229,0.2757,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,1,69.7,是
03055007,红岐山,公案戏,46.72,0.1229,0.2757,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,2,69.7,否
03055007,红岐山,公案戏,46.72,0.1229,0.2757,loop-033,权力关系>公案冤狱>中峰型>中峰-中段审判>权谋败露,权力关系,公案冤狱,中峰型,中峰-中段审判,权谋败露,3,59.8,否
03055007,红岐山,公案戏,46.72,0.1229,0.2757,loop-034,权力关系>公案冤狱>多峰型>多峰-审断反复>功名显达,权力关系,公案冤狱,多峰型,多峰-审断反复,功名显达,4,59.8,否
03055007,红岐山,公案戏,46.72,0.1229,0.2757,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,5,55.3,否
03055007,红岐山,公案戏,46.72,0.1229,0.2757,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,6,45.4,否
03055007,红岐山,公案戏,46.72,0.1229,0.2757,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,7,34.6,否
03056002,时迁偷鸡,家庭戏,32.2,0.2997,0.3852,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,1,41.0,是
