剧本编号,剧本名字,叙事模式ID,叙事模式名称,英文名称,场次数,五阶段强度曲线,五阶段主冲突,峰值阶段,峰值强度(%),强度振幅,场次波动次数,局部峰值数,判定依据,置信度,关键证据场次
03021005,平贵别窑,M03,多峰波折型,The Rollercoaster,3,40-18-92-18-92,开端:骨肉伦理；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,转折,92.0,74.0,1,0,五阶段显著峰值3个、阶段方向切换3次，振幅74.0点。,0.86,"开端:第一场(骨肉伦理,40%)；发展:第二场(敌我攻守,18%)；转折:第三场(敌我攻守,92%)；高潮:第二场(敌我攻守,18%)；结局:第三场(敌我攻守,92%)"
03021006,误卯三打,M03,多峰波折型,The Rollercoaster,6,67-42-16-39-78,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,结局,78.0,62.0,3,0,五阶段显著峰值2个、阶段方向切换1次，振幅62.0点。,0.86,"开端:第一场(敌我攻守,67%)；发展:第二场(敌我攻守,42%)；转折:第三场(敌我攻守,16%)；高潮:第四场(敌我攻守,41%)；结局:第六场(敌我攻守,78%)"
03021007,探寒窑,M08,独场凝缩型,The Condensed One-scene,1,54-54-54-54-54,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,54.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,54%)；发展:独场(骨肉伦理,54%)；转折:独场(骨肉伦理,54%)；高潮:独场(骨肉伦理,54%)；结局:独场(骨肉伦理,54%)"
03021008,鸿雁捎书,M08,独场凝缩型,The Condensed One-scene,1,38-38-38-38-38,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,38.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,38%)；发展:独场(骨肉伦理,38%)；转折:独场(骨肉伦理,38%)；高潮:独场(骨肉伦理,38%)；结局:独场(骨肉伦理,38%)"
03021009,赶三关,M05,开端爆发型,In Medias Res,5,71-67-35-31-59,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,开端,71.0,40.0,1,0,峰值出现在开端(71.0)，高于后续平均23.0点。,0.82,"开端:第一场(敌我攻守,71%)；发展:第二场(敌我攻守,67%)；转折:第三场(敌我攻守,35%)；高潮:第四场(敌我攻守,31%)；结局:第五场(敌我攻守,59%)"
03021010,武家坡,M08,独场凝缩型,The Condensed One-scene,2,50-50-50-50-50,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,50.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:第一场(骨肉伦理,76%)；发展:第一场(骨肉伦理,76%)；转折:第一场(骨肉伦理,76%)；高潮:第一场(骨肉伦理,76%)；结局:第一场(骨肉伦理,76%)"
03021011,算军粮,M08,独场凝缩型,The Condensed One-scene,1,46-46-46-46-46,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,46.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,46%)；发展:独场(骨肉伦理,46%)；转折:独场(骨肉伦理,46%)；高潮:独场(骨肉伦理,46%)；结局:独场(骨肉伦理,46%)"
03021012,银空山,M04,单峰转折型,The Early Climax / Anti-climax,7,42-81.5-61-68-4,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,发展,81.5,77.5,3,2,峰值提前在发展(81.5)，后续未形成更高增量。,0.84,"开端:第一场(敌我攻守,42%)；发展:第三场(敌我攻守,85%)；转折:第四场(敌我攻守,61%)；高潮:第六场(敌我攻守,71%)；结局:第七场(敌我攻守,4%)"
03021013,大登殿,M08,独场凝缩型,The Condensed One-scene,1,56-56-56-56-56,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,56.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,56%)；发展:独场(骨肉伦理,56%)；转折:独场(骨肉伦理,56%)；高潮:独场(骨肉伦理,56%)；结局:独场(骨肉伦理,56%)"
03022001,风尘三侠,M02,渐强推进型,The Snowball / Crescendo,33,35-47.7-42-54.6-54.8,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:敌我攻守；结局:敌我攻守,结局,54.75,19.75,23,8,整体斜率为正(19.8)，阶段回落1次，峰值靠后。,0.86,"开端:第一场(骨肉伦理,35%)；发展:第十四场(骨肉伦理,60%)；转折:第十八场(骨肉伦理,42%)；高潮:第二十四场(敌我攻守,71%)；结局:第三十一场(敌我攻守,61%)"
03022002,沙叱利,M07,平缓铺陈型,The Low-tension Episodic,16,55-53-49-60.4-53.5,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:敌我攻守,高潮,60.4,11.4,8,4,五阶段振幅11.4点，阶段强度差异较小。,0.78,"开端:第一场(骨肉伦理,55%)；发展:第七场(骨肉伦理,66%)；转折:第九场(骨肉伦理,49%)；高潮:第十四场(骨肉伦理,74%)；结局:第十五场(敌我攻守,60%)"
03022003,古押衙,M04,单峰转折型,The Early Climax / Anti-climax,23,17-50.7-67-47.1-55,开端:骨肉伦理；发展:敌我攻守；转折:骨肉伦理；高潮:骨肉伦理；结局:君臣撕裂,转折,67.0,50.0,17,7,峰值提前在转折(67.0)，后续未形成更高增量。,0.84,"开端:第一场(骨肉伦理,17%)；发展:第十一场(敌我攻守,69%)；转折:第十三场(骨肉伦理,67%)；高潮:第十九场(骨肉伦理,61%)；结局:第二十二场(骨肉伦理,60%)"
03023001,荀灌娘,M07,平缓铺陈型,The Low-tension Episodic,21,57-54.9-62-52.6-58.3,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:骨肉伦理,转折,62.0,9.43,15,8,五阶段振幅9.4点，阶段强度差异较小。,0.78,"开端:第一场(敌我攻守,57%)；发展:第五场(骨肉伦理,78%)；转折:第十一场(敌我攻守,62%)；高潮:第十三场(敌我攻守,76%)；结局:第二十一场(骨肉伦理,59%)"
03026001,坛山谷,M06,结尾爆发型,The Final Reveal,30,35-56-55-33.6-56.3,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,结局,56.33,22.69,13,6,峰值出现在结局(56.3)，高于前四阶段平均11.4点。,0.83,"开端:第一场(敌我攻守,35%)；发展:第四场(敌我攻守,78%)；转折:第十六场(敌我攻守,55%)；高潮:第二十三场(敌我攻守,73%)；结局:第二十九场(敌我攻守,73%)"
03026002,渡阴平,M05,开端爆发型,In Medias Res,18,70-67.6-39-57.7-68,开端:敌我攻守；发展:敌我攻守；转折:忠义抉择；高潮:敌我攻守；结局:敌我攻守,开端,70.0,31.0,10,3,峰值出现在开端(70.0)，高于后续平均11.9点。,0.82,"开端:第一场(敌我攻守,70%)；发展:第九场(敌我攻守,90%)；转折:第十场(忠义抉择,39%)；高潮:第十三场(敌我攻守,74%)；结局:第十八场(敌我攻守,69%)"
03026003,假投降,M05,开端爆发型,In Medias Res,19,64-52.8-32-50.3-58.5,开端:敌我攻守；发展:敌我攻守；转折:公案审判；高潮:敌我攻守；结局:敌我攻守,开端,64.0,32.0,10,5,峰值出现在开端(64.0)，高于后续平均15.6点。,0.82,"开端:第一场(敌我攻守,64%)；发展:第六场(敌我攻守,73%)；转折:第十场(公案审判,32%)；高潮:第十七场(敌我攻守,67%)；结局:第十八场(敌我攻守,59%)"
03026004,取江油,M03,多峰波折型,The Rollercoaster,10,16-66.3-69-62-64,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:骨肉伦理,转折,69.0,53.0,3,2,场次级方向切换3次、局部峰值2个，振幅53.0点。,0.76,"开端:第一场(敌我攻守,16%)；发展:第二场(敌我攻守,70%)；转折:第五场(敌我攻守,69%)；高潮:第八场(骨肉伦理,76%)；结局:第十场(骨肉伦理,64%)"
03027001,五雷阵,M05,开端爆发型,In Medias Res,22,60-57.4-51-45.9-37.7,开端:敌我攻守；发展:敌我攻守；转折:骨肉伦理；高潮:骨肉伦理；结局:敌我攻守,开端,60.0,22.33,9,3,峰值出现在开端(60.0)，高于后续平均12.0点。,0.82,"开端:第一场(敌我攻守,60%)；发展:第五场(敌我攻守,86%)；转折:第十二场(骨肉伦理,51%)；高潮:第十五场(骨肉伦理,56%)；结局:第二十场(骨肉伦理,46%)"
03027002,白云山,M04,单峰转折型,The Early Climax / Anti-climax,11,38-54.5-75-59.7-51.5,开端:骨肉伦理；发展:骨肉伦理；转折:君臣撕裂；高潮:骨肉伦理；结局:君臣撕裂,转折,75.0,37.0,6,1,峰值提前在转折(75.0)，后续未形成更高增量。,0.84,"开端:第一场(骨肉伦理,38%)；发展:第三场(君臣撕裂,71%)；转折:第六场(君臣撕裂,75%)；高潮:第七场(骨肉伦理,64%)；结局:第十一场(君臣撕裂,54%)"
03027004,徐庶劝友,M08,独场凝缩型,The Condensed One-scene,2,50-50-50-50-50,开端:君臣撕裂；发展:君臣撕裂；转折:君臣撕裂；高潮:君臣撕裂；结局:君臣撕裂,开端,50.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:第二场(骨肉伦理,82%)；发展:第二场(骨肉伦理,82%)；转折:第二场(骨肉伦理,82%)；高潮:第二场(骨肉伦理,82%)；结局:第二场(骨肉伦理,82%)"
03027005,骂王朗,M03,多峰波折型,The Rollercoaster,4,64-79-32-32-45,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:君臣撕裂,发展,79.0,47.0,2,1,五阶段显著峰值2个、阶段方向切换2次，振幅47.0点。,0.86,"开端:第一场(敌我攻守,64%)；发展:第二场(敌我攻守,79%)；转折:第三场(敌我攻守,32%)；高潮:第三场(敌我攻守,32%)；结局:第四场(君臣撕裂,45%)"
03027006,骂杨广,M02,渐强推进型,The Snowball / Crescendo,11,12-50.8-56-66.7-34.5,开端:君臣撕裂；发展:骨肉伦理；转折:敌我攻守；高潮:骨肉伦理；结局:骨肉伦理,高潮,66.67,54.67,3,1,整体斜率为正(22.5)，阶段回落1次，峰值靠后。,0.86,"开端:第一场(君臣撕裂,12%)；发展:第四场(骨肉伦理,68%)；转折:第六场(敌我攻守,56%)；高潮:第九场(骨肉伦理,68%)；结局:第十场(骨肉伦理,40%)"
03028001,潞安州,M05,开端爆发型,In Medias Res,34,55-51.9-36-34.8-18.2,开端:骨肉伦理；发展:敌我攻守；转折:骨肉伦理；高潮:敌我攻守；结局:忠义抉择,开端,55.0,36.75,17,5,峰值出现在开端(55.0)，高于后续平均19.8点。,0.82,"开端:第一场(骨肉伦理,55%)；发展:第十七场(骨肉伦理,75%)；转折:第十九场(骨肉伦理,36%)；高潮:第二十二场(骨肉伦理,60%)；结局:第三十四场(情绪爆发,27%)"
03028002,小商河,M04,单峰转折型,The Early Climax / Anti-climax,6,10-75-45-67-66,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,发展,75.0,65.0,3,2,峰值提前在发展(75.0)，后续未形成更高增量。,0.84,"开端:第一场(敌我攻守,10%)；发展:第二场(敌我攻守,75%)；转折:第三场(敌我攻守,45%)；高潮:第五场(敌我攻守,73%)；结局:第六场(敌我攻守,66%)"
03028003,牛皋招亲,M03,多峰波折型,The Rollercoaster,9,61-61.7-61-64.3-33,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,高潮,64.33,31.33,3,2,场次级方向切换3次、局部峰值2个，振幅31.3点。,0.76,"开端:第一场(敌我攻守,61%)；发展:第二场(敌我攻守,68%)；转折:第五场(敌我攻守,61%)；高潮:第六场(敌我攻守,78%)；结局:第九场(敌我攻守,33%)"
03028005,汤怀自刎,M04,单峰转折型,The Early Climax / Anti-climax,12,33-45.4-52-44-44,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,转折,52.0,19.0,6,3,峰值提前在转折(52.0)，后续未形成更高增量。,0.84,"开端:第一场(敌我攻守,33%)；发展:第三场(敌我攻守,60%)；转折:第七场(敌我攻守,52%)；高潮:第九场(敌我攻守,49%)；结局:第十二场(敌我攻守,51%)"
03028006,请宋灵,M04,单峰转折型,The Early Climax / Anti-climax,19,55-48.2-68-52.9-66.5,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:君臣撕裂,转折,68.0,19.75,12,4,主要峰值位于转折，呈提前爆点结构。,0.74,"开端:第一场(敌我攻守,55%)；发展:第七场(敌我攻守,60%)；转折:第十场(敌我攻守,68%)；高潮:第十一场(君臣撕裂,67%)；结局:第十八场(君臣撕裂,71%)"
03029001,春秋配,M06,结尾爆发型,The Final Reveal,42,35-45.8-42-48.7-54.2,开端:忠义抉择；发展:骨肉伦理；转折:骨肉伦理；高潮:忠义抉择；结局:骨肉伦理,结局,54.2,19.2,29,11,峰值出现在结局(54.2)，高于前四阶段平均11.3点。,0.83,"开端:第一场(忠义抉择,35%)；发展:第十场(骨肉伦理,59%)；转折:第二十三场(骨肉伦理,42%)；高潮:第三十三场(忠义抉择,64%)；结局:第三十九场(骨肉伦理,64%)"
03029002,打樱桃,M03,多峰波折型,The Rollercoaster,9,69-47.7-59-32.7-54,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,69.0,36.33,5,1,五阶段显著峰值3个、阶段方向切换3次，振幅36.3点。,0.86,"开端:第一场(骨肉伦理,69%)；发展:第三场(骨肉伦理,62%)；转折:第五场(骨肉伦理,59%)；高潮:第六场(骨肉伦理,64%)；结局:第九场(骨肉伦理,54%)"
03029003,送灯,M08,独场凝缩型,The Condensed One-scene,1,48-48-48-48-48,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,48.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,48%)；发展:独场(骨肉伦理,48%)；转折:独场(骨肉伦理,48%)；高潮:独场(骨肉伦理,48%)；结局:独场(骨肉伦理,48%)"
03030001,雁门关,M07,平缓铺陈型,The Low-tension Episodic,15,58-58.2-57-53.4-50,开端:敌我攻守；发展:敌我攻守；转折:骨肉伦理；高潮:敌我攻守；结局:敌我攻守,发展,58.17,8.17,9,5,五阶段振幅8.2点，阶段强度差异较小。,0.78,"开端:第一场(敌我攻守,58%)；发展:第七场(敌我攻守,74%)；转折:第八场(骨肉伦理,57%)；高潮:第九场(骨肉伦理,68%)；结局:第十四场(敌我攻守,53%)"
03030002,雁门关,M06,结尾爆发型,The Final Reveal,10,48-59.3-44-62-66,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,结局,66.0,22.0,6,3,峰值出现在结局(66.0)，高于前四阶段平均12.7点。,0.83,"开端:第一场(敌我攻守,48%)；发展:第四场(骨肉伦理,62%)；转折:第五场(敌我攻守,44%)；高潮:第七场(敌我攻守,79%)；结局:第十场(敌我攻守,66%)"
03030003,雁门关,M05,开端爆发型,In Medias Res,8,76-54-60-51-48,开端:敌我攻守；发展:骨肉伦理；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,开端,76.0,28.0,3,1,峰值出现在开端(76.0)，高于后续平均22.8点。,0.82,"开端:第一场(敌我攻守,76%)；发展:第三场(骨肉伦理,84%)；转折:第四场(敌我攻守,60%)；高潮:第五场(敌我攻守,59%)；结局:第八场(敌我攻守,48%)"
03030004,雁门关,M05,开端爆发型,In Medias Res,10,65-63-46-61.2-38,开端:骨肉伦理；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,开端,65.0,27.0,6,2,峰值出现在开端(65.0)，高于后续平均12.9点。,0.82,"开端:第一场(骨肉伦理,65%)；发展:第四场(敌我攻守,77%)；转折:第五场(敌我攻守,46%)；高潮:第九场(敌我攻守,81%)；结局:第十场(敌我攻守,38%)"
03030005,雁门关,M05,开端爆发型,In Medias Res,10,66-58.3-35-59.5-44,开端:骨肉伦理；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,开端,66.0,31.0,6,2,峰值出现在开端(66.0)，高于后续平均16.8点。,0.82,"开端:第一场(骨肉伦理,66%)；发展:第二场(骨肉伦理,69%)；转折:第五场(敌我攻守,35%)；高潮:第九场(敌我攻守,70%)；结局:第十场(敌我攻守,44%)"
03030006,雁门关,M03,多峰波折型,The Rollercoaster,8,66-45.5-40-50.7-68,开端:敌我攻守；发展:敌我攻守；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,结局,68.0,28.0,3,1,五阶段显著峰值2个、阶段方向切换1次，振幅28.0点。,0.86,"开端:第一场(敌我攻守,66%)；发展:第三场(敌我攻守,53%)；转折:第四场(骨肉伦理,40%)；高潮:第七场(骨肉伦理,58%)；结局:第八场(骨肉伦理,68%)"
03030007,雁门关,M04,单峰转折型,The Early Climax / Anti-climax,9,50-63.3-56-42-57,开端:敌我攻守；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:敌我攻守,发展,63.33,21.33,4,0,主要峰值位于发展，呈提前爆点结构。,0.74,"开端:第一场(敌我攻守,50%)；发展:第三场(骨肉伦理,66%)；转折:第五场(骨肉伦理,56%)；高潮:第六场(敌我攻守,61%)；结局:第九场(敌我攻守,57%)"
03031001,扫地挂画,M08,独场凝缩型,The Condensed One-scene,1,44-44-44-44-44,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,44.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,44%)；发展:独场(骨肉伦理,44%)；转折:独场(骨肉伦理,44%)；高潮:独场(骨肉伦理,44%)；结局:独场(骨肉伦理,44%)"
03031002,凤阳花鼓,M08,独场凝缩型,The Condensed One-scene,1,50-50-50-50-50,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,50.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,50%)；发展:独场(骨肉伦理,50%)；转折:独场(骨肉伦理,50%)；高潮:独场(骨肉伦理,50%)；结局:独场(骨肉伦理,50%)"
03031004,顶花砖,M08,独场凝缩型,The Condensed One-scene,1,49-49-49-49-49,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,49.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,49%)；发展:独场(骨肉伦理,49%)；转折:独场(骨肉伦理,49%)；高潮:独场(骨肉伦理,49%)；结局:独场(骨肉伦理,49%)"
